,Filename,TLC/D,ALCL, numsyl, avgchar,awl,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv, modv,W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C,class_y,NP/S,VP/S,PP/S,NPlen,VPlen,PPlen,cli,fks
105,348.txt,13,3,1.38,4.28,0.0833,12,103,41,66,37,188,55,96,48,0.51,0.5,0.4,0.46,5.54,1.66,103,31,40.8,38.6,0.55,0.76,5.31,7.51,0.89,19.79,0.69,0.85,18.62,3.05,0.23,0.59,0.1,0.01,0.11,188,12,28,19,12,7,5,5,17,15.6667,15.6667,9.8947,1.5833,2.3333,1.5833,0.3684,0.5833,1.0,0.4167,0.4167,0.2632,1.4167,0.8947,5,4.58,2.42,1.33,1.95,1.55,1.0,8.614,57.06
106,24.txt,5,2,1.52,4.46,0.1489,7,70,27,48,24,106,35,59,30,0.56,0.51,0.39,0.41,2.88,1.2,70,41,39.8,39.4,0.66,0.77,4.81,6.8,0.91,22.76,0.81,0.88,13.24,2.57,0.25,0.75,0.19,0.02,0.2,102,7,15,9,7,3,3,3,11,14.5714,14.5714,11.3333,1.2857,2.1429,1.2857,0.3333,0.4286,1.0,0.4286,0.4286,0.3333,1.5714,1.2222,5,3.57,2.0,1.71,1.84,2.0,1.0,11.325,42.135
107,292.txt,9,2,1.6,4.84,0.157,9,89,41,60,38,138,60,82,55,0.59,0.67,0.46,0.5,6.0,1.73,89,34,41.9,40.4,0.64,0.79,5.36,7.58,0.91,24.04,0.73,0.83,16.67,2.89,0.24,0.66,0.13,0.0,0.13,134,9,20,11,9,4,4,6,15,14.8889,14.8889,12.1818,1.2222,2.2222,1.2222,0.3636,0.4444,1.0,0.4444,0.6667,0.5455,1.6667,1.3636,5,3.56,1.89,1.11,2.0,1.65,1.0,13.064,36.197
108,100.txt,11,2,1.52,4.69,0.259,10,94,41,64,38,157,62,92,56,0.59,0.61,0.44,0.41,4.48,1.5,94,34,41.3,40.4,0.6,0.76,5.3,7.5,0.9,21.65,0.7,0.7,13.37,2.59,0.21,0.67,0.12,0.01,0.13,153,10,23,14,9,7,4,5,18,15.3,17.0,10.9286,1.4,2.5556,1.5556,0.5,0.7778,0.9,0.4444,0.5556,0.3571,2.0,1.2857,5,4.5,2.4,1.2,1.82,1.54,1.0,12.365,41.637
109,425.txt,10,3,1.39,4.24,0.1556,12,97,38,65,35,155,52,85,47,0.55,0.55,0.39,0.48,5.76,1.7,97,33,41.3,39.4,0.63,0.74,5.51,7.79,0.91,23.57,0.76,0.84,17.64,2.97,0.25,0.69,0.18,0.0,0.18,152,12,22,18,10,6,5,3,20,12.6667,15.2,8.4444,1.5,2.2,1.8,0.3333,0.6,0.8333,0.5,0.3,0.1667,2.0,1.1111,5,3.83,1.83,1.17,1.85,1.55,1.0,10.241,50.337
110,170.txt,8,2,1.52,4.56,0.1441,8,85,30,58,27,130,39,72,34,0.55,0.47,0.35,0.39,3.52,1.33,85,41,40.8,39.1,0.65,0.81,5.27,7.45,0.91,24.22,0.81,0.78,14.09,2.65,0.25,0.79,0.18,0.01,0.19,126,8,20,11,8,5,4,6,12,15.75,15.75,11.4545,1.375,2.5,1.375,0.4545,0.625,1.0,0.5,0.75,0.5455,1.5,1.0909,5,3.88,2.5,1.13,2.1,1.7,1.0,11.689,42.394
111,354.txt,4,2,1.45,4.33,0.1529,6,60,19,37,17,95,26,48,22,0.51,0.46,0.32,0.4,2.4,1.1,60,40,37.9,38.3,0.63,0.8,4.35,6.16,0.9,19.6,0.77,0.93,13.07,2.56,0.29,0.65,0.17,0.0,0.17,91,6,15,9,6,4,4,1,9,15.1667,15.1667,10.1111,1.5,2.5,1.5,0.4444,0.6667,1.0,0.6667,0.1667,0.1111,1.5,1.0,5,4.0,2.33,1.17,1.88,2.0,1.0,9.983,49.7
112,459.txt,5,2,1.47,4.48,0.16,8,79,35,54,33,116,43,66,39,0.57,0.59,0.44,0.47,3.27,1.28,79,39,41.7,40.7,0.68,0.78,5.19,7.33,0.92,25.55,0.82,0.87,11.27,2.37,0.2,0.79,0.15,0.0,0.15,113,8,15,9,7,3,3,3,12,14.125,16.1429,12.5556,1.125,2.1429,1.2857,0.3333,0.4286,0.875,0.4286,0.4286,0.3333,1.7143,1.3333,5,4.0,2.14,1.57,1.89,1.67,1.0,10.674,48.324
113,220.txt,4,2,1.43,4.3,0.1646,4,55,18,34,16,87,25,45,21,0.52,0.47,0.33,0.43,2.57,1.13,55,39,37.1,37.8,0.63,0.78,4.17,5.9,0.9,18.89,0.76,0.93,12.07,2.46,0.29,0.62,0.18,0.0,0.18,83,4,14,7,4,4,4,1,9,20.75,20.75,11.8571,1.75,3.5,1.75,0.5714,1.0,1.0,1.0,0.25,0.1429,2.25,1.2857,5,5.25,3.0,1.75,1.9,2.08,1.0,9.717,50.16
114,76.txt,8,2,1.46,4.47,0.2517,12,100,40,64,36,167,61,91,54,0.54,0.59,0.4,0.41,4.48,1.5,100,39,40.6,41.1,0.6,0.79,5.47,7.74,0.9,22.18,0.7,0.7,13.37,2.59,0.21,0.69,0.18,0.01,0.19,163,12,21,14,12,3,3,9,16,13.5833,13.5833,11.6429,1.1667,1.75,1.1667,0.2143,0.25,1.0,0.25,0.75,0.6429,1.3333,1.1429,5,3.25,1.92,1.0,1.92,2.04,1.0,11.896,44.197
115,336.txt,8,3,1.42,4.3,0.1092,8,90,33,59,30,130,44,74,39,0.57,0.53,0.37,0.43,4.35,1.47,90,44,43.7,43.3,0.69,0.84,5.58,7.89,0.92,27.98,0.8,0.83,15.7,2.8,0.26,0.74,0.19,0.0,0.19,126,8,22,14,8,7,5,3,13,15.75,15.75,9.0,1.75,2.75,1.75,0.5,0.875,1.0,0.625,0.375,0.2143,1.625,0.9286,5,4.71,2.71,1.14,1.88,1.84,1.0,10.144,51.751
116,77.txt,5,2,1.46,4.37,0.1573,6,64,21,41,19,99,28,52,24,0.53,0.46,0.33,0.44,3.06,1.24,64,41,37.7,37.7,0.65,0.82,4.55,6.43,0.91,21.02,0.79,0.94,14.06,2.65,0.29,0.68,0.17,0.0,0.17,95,6,17,9,6,4,4,1,10,15.8333,15.8333,10.5556,1.5,2.8333,1.5,0.4444,0.6667,1.0,0.6667,0.1667,0.1111,1.6667,1.1111,5,4.0,2.33,1.5,1.83,2.21,1.0,10.314,48.432
117,272.txt,8,2,1.45,4.3,0.1531,8,75,24,52,22,112,32,64,28,0.57,0.44,0.32,0.32,1.89,0.97,75,41,40.7,40.0,0.67,0.81,5.01,7.09,0.92,24.11,0.81,0.84,13.47,2.6,0.25,0.79,0.12,0.02,0.14,108,8,18,10,8,4,4,2,12,13.5,13.5,10.8,1.25,2.25,1.25,0.4,0.5,1.0,0.5,0.25,0.2,1.5,1.2,5,4.13,2.38,1.25,1.85,1.58,1.0,10.485,46.744
118,245.txt,5,2,1.43,4.33,0.1477,6,64,20,39,18,98,27,50,23,0.51,0.46,0.31,0.4,2.4,1.1,64,42,39.7,38.6,0.65,0.84,4.57,6.46,0.91,21.43,0.78,0.93,13.07,2.56,0.28,0.68,0.16,0.0,0.16,94,6,15,9,6,4,4,2,9,15.6667,15.6667,10.4444,1.5,2.5,1.5,0.4444,0.6667,1.0,0.6667,0.3333,0.2222,1.5,1.0,5,4.0,2.33,1.33,1.79,2.07,1.0,10.28,48.714
119,331.txt,10,2,1.43,4.3,0.1429,14,90,32,59,29,161,44,81,38,0.5,0.47,0.36,0.32,2.56,1.13,90,30,37.9,33.2,0.56,0.71,5.02,7.09,0.89,19.28,0.73,0.76,14.44,2.69,0.23,0.67,0.14,0.01,0.15,157,14,24,17,13,5,4,2,16,11.2143,12.0769,9.2353,1.2143,1.8462,1.3077,0.2941,0.3846,0.9286,0.3077,0.1538,0.1176,1.2308,0.9412,5,2.93,1.57,1.14,1.93,2.05,1.0,10.587,45.093
120,200.txt,5,2,1.42,4.38,0.1477,6,64,20,39,18,98,27,50,23,0.51,0.46,0.31,0.41,2.88,1.2,64,43,39.6,38.3,0.65,0.86,4.57,6.46,0.91,21.43,0.78,0.94,15.06,2.74,0.32,0.64,0.18,0.0,0.18,94,6,15,9,6,4,4,1,9,15.6667,15.6667,10.4444,1.5,2.5,1.5,0.4444,0.6667,1.0,0.6667,0.1667,0.1111,1.5,1.0,5,4.17,2.5,1.17,1.88,1.93,1.0,10.28,51.358
121,469.txt,10,2,1.5,4.51,0.1416,9,86,34,60,31,129,46,75,41,0.58,0.55,0.4,0.5,5.0,1.58,86,43,40.5,40.2,0.67,0.81,5.35,7.57,0.92,25.3,0.8,0.9,16.2,2.85,0.24,0.78,0.12,0.03,0.15,125,9,21,13,10,4,4,2,12,13.8889,12.5,9.6154,1.4444,2.1,1.3,0.3077,0.4,1.1111,0.4,0.2,0.1538,1.2,0.9231,5,4.33,2.11,1.22,1.62,1.74,1.0,11.486,44.239
122,55.txt,27,3,1.39,4.26,0.0688,29,245,99,170,90,467,154,250,139,0.54,0.56,0.4,0.43,18.98,3.08,245,38,44.3,39.3,0.52,0.77,8.02,11.34,0.9,25.43,0.68,0.67,45.33,4.76,0.27,0.69,0.09,0.04,0.13,461,29,77,62,39,16,18,13,41,15.8966,11.8205,7.4355,2.1379,1.9744,1.5897,0.2581,0.4103,1.3448,0.4615,0.3333,0.2097,1.0513,0.6613,5,5.28,2.86,1.31,1.57,1.82,1.0,10.235,52.742
123,428.txt,5,2,1.42,4.34,0.1413,7,66,21,40,18,102,28,51,23,0.5,0.45,0.32,0.38,2.25,1.06,66,40,39.2,38.5,0.65,0.75,4.62,6.53,0.91,21.34,0.78,0.94,14.06,2.65,0.29,0.67,0.16,0.02,0.18,98,7,17,10,7,4,4,1,10,14.0,14.0,9.8,1.4286,2.4286,1.4286,0.4,0.5714,1.0,0.5714,0.1429,0.1,1.4286,1.0,5,3.86,2.29,1.14,1.78,1.88,1.0,10.234,50.497
124,379.txt,11,2,1.45,4.44,0.0854,15,121,37,76,33,202,56,100,47,0.5,0.47,0.31,0.29,2.86,1.2,121,35,41.6,38.9,0.6,0.77,6.02,8.51,0.9,23.88,0.76,0.69,16.46,2.87,0.24,0.78,0.18,0.02,0.2,199,15,34,25,16,8,6,3,19,13.2667,12.4375,7.96,1.6667,2.125,1.5625,0.32,0.5,1.0667,0.375,0.1875,0.12,1.1875,0.76,5,4.13,2.13,0.93,1.73,1.69,1.0,9.605,48.367
125,449.txt,7,2,1.54,4.55,0.2062,9,73,28,48,26,112,38,61,34,0.54,0.56,0.38,0.5,4.5,1.5,73,40,39.6,40.9,0.65,0.8,4.88,6.9,0.91,22.59,0.79,0.94,16.06,2.83,0.28,0.7,0.16,0.0,0.16,108,9,17,11,8,4,3,3,11,12.0,13.5,9.8182,1.2222,2.125,1.375,0.3636,0.5,0.8889,0.375,0.375,0.2727,1.375,1.0,5,3.44,2.11,1.0,1.74,1.68,1.0,12.289,36.321
126,463.txt,8,2,1.42,4.28,0.1,9,92,31,61,28,143,39,75,34,0.52,0.45,0.34,0.43,3.86,1.39,92,35,40.4,40.1,0.64,0.81,5.44,7.69,0.91,24.25,0.81,0.9,17.19,2.93,0.25,0.74,0.17,0.01,0.19,139,9,17,11,8,4,4,4,17,15.4444,17.375,12.6364,1.2222,2.125,1.375,0.3636,0.5,0.8889,0.5,0.5,0.3636,2.125,1.5455,5,4.22,2.22,1.56,1.84,1.75,1.0,10.251,50.01
127,443.txt,8,2,1.52,4.67,0.1313,6,74,28,45,26,114,40,62,36,0.54,0.58,0.38,0.5,3.5,1.32,74,38,39.9,40.0,0.65,0.76,4.9,6.93,0.91,22.54,0.73,0.86,10.29,2.27,0.19,0.65,0.15,0.0,0.15,110,6,14,8,5,4,4,3,11,18.3333,22.0,13.75,1.3333,2.8,1.6,0.5,0.8,0.8333,0.8,0.6,0.375,2.2,1.375,5,4.83,2.17,2.0,1.97,1.85,1.0,12.265,44.516
128,258.txt,7,2,1.57,4.73,0.177,8,84,32,57,30,128,41,71,37,0.55,0.52,0.38,0.45,4.05,1.42,84,42,40.7,40.5,0.66,0.8,5.25,7.42,0.91,24.27,0.8,0.8,12.8,2.53,0.23,0.78,0.17,0.0,0.17,124,8,20,11,7,4,3,2,12,15.5,17.7143,11.2727,1.375,2.8571,1.5714,0.3636,0.5714,0.875,0.4286,0.2857,0.1818,1.7143,1.0909,5,4.13,2.63,1.25,1.82,1.67,1.0,12.035,42.037
129,155.txt,37,3,1.32,4.04,0.0966,42,263,87,193,79,612,150,304,119,0.5,0.39,0.33,0.3,11.7,2.42,263,41,40.6,39.2,0.43,0.79,7.52,10.63,0.87,21.17,0.63,0.6,46.8,4.84,0.26,0.63,0.09,0.04,0.12,589,42,102,62,47,29,19,18,51,14.0238,12.5319,9.5,1.4762,2.1702,1.3191,0.4677,0.617,1.119,0.4043,0.383,0.2903,1.0851,0.8226,5,4.86,2.55,0.93,1.54,1.67,1.0,8.621,57.351
130,156.txt,6,2,1.54,4.71,0.163,6,70,24,45,22,104,31,56,27,0.54,0.48,0.34,0.44,3.06,1.24,70,42,40.2,40.0,0.67,0.78,4.85,6.86,0.91,23.66,0.8,0.94,14.06,2.65,0.27,0.72,0.14,0.02,0.16,100,6,16,10,6,4,4,3,9,16.6667,16.6667,10.0,1.6667,2.6667,1.6667,0.4,0.6667,1.0,0.6667,0.5,0.3,1.5,0.9,5,5.17,2.83,1.17,1.61,1.76,1.0,11.783,44.011
131,432.txt,9,2,1.42,4.27,0.104,11,92,30,64,28,144,41,80,37,0.56,0.46,0.33,0.29,1.71,0.93,92,35,39.9,39.9,0.64,0.81,5.42,7.67,0.91,23.94,0.8,0.9,17.19,2.93,0.24,0.74,0.11,0.01,0.12,140,11,22,14,11,5,4,2,16,12.7273,12.7273,10.0,1.2727,2.0,1.2727,0.3571,0.4545,1.0,0.3636,0.1818,0.1429,1.4545,1.1429,5,4.2,2.4,1.5,1.88,1.54,1.0,10.016,50.014
132,353.txt,12,4,1.39,4.17,0.2042,13,108,37,70,34,237,68,124,57,0.52,0.46,0.34,0.25,1.75,0.94,108,30,35.5,36.4,0.46,0.62,4.96,7.02,0.86,16.52,0.56,0.64,11.57,2.41,0.15,0.5,0.09,0.0,0.09,234,13,31,21,13,9,7,1,32,18.0,18.0,11.1429,1.6154,2.3846,1.6154,0.4286,0.6923,1.0,0.5385,0.0769,0.0476,2.4615,1.5238,5,5.85,2.15,1.77,2.12,1.54,1.0,8.556,56.964
133,150.txt,17,3,1.44,4.41,0.0547,29,230,101,163,93,436,146,231,130,0.53,0.56,0.44,0.42,13.3,2.58,230,35,42.8,39.9,0.53,0.82,7.79,11.02,0.89,25.08,0.71,0.64,31.18,3.95,0.21,0.73,0.13,0.03,0.16,418,29,59,45,27,18,14,12,47,14.4138,15.4815,9.2889,1.5517,2.1852,1.6667,0.4,0.6667,0.931,0.5185,0.4444,0.2667,1.7407,1.0444,5,5.45,2.28,1.45,1.66,1.64,1.0,11.072,47.941
134,32.txt,19,3,1.39,4.3,0.0891,22,181,75,129,69,344,108,169,91,0.49,0.54,0.41,0.46,11.86,2.44,181,36,42.5,39.9,0.53,0.8,6.9,9.76,0.89,23.07,0.76,0.74,30.95,3.93,0.25,0.74,0.18,0.02,0.2,329,22,48,34,21,13,9,11,32,14.9545,15.6667,9.6765,1.5455,2.2857,1.619,0.3824,0.619,0.9545,0.4286,0.5238,0.3235,1.5238,0.9412,5,4.09,2.18,1.32,1.82,1.65,1.0,10.048,53.768
135,478.txt,11,2,1.48,4.6,0.1261,8,86,35,58,32,129,45,70,39,0.54,0.56,0.41,0.39,2.72,1.17,86,39,40.8,40.7,0.67,0.77,5.35,7.57,0.92,25.3,0.83,0.94,16.06,2.83,0.24,0.78,0.13,0.0,0.13,125,8,17,9,6,4,3,3,12,15.625,20.8333,13.8889,1.125,2.8333,1.5,0.4444,0.6667,0.75,0.5,0.5,0.3333,2.0,1.3333,5,3.88,2.13,1.0,1.84,2.0,1.0,11.767,47.253
136,440.txt,15,4,1.46,4.17,0.129,14,118,43,72,38,256,84,124,71,0.48,0.57,0.36,0.35,4.9,1.57,118,31,35.2,33.5,0.46,0.64,5.21,7.38,0.86,17.24,0.58,0.6,14.4,2.68,0.19,0.52,0.1,0.01,0.1,256,14,39,21,15,9,6,3,35,18.2857,17.0667,12.1905,1.5,2.6,1.4,0.4286,0.6,1.0714,0.4,0.2,0.1429,2.3333,1.6667,5,6.29,2.36,1.93,1.93,1.48,1.0,8.215,51.932
137,176.txt,13,2,1.47,4.51,0.1065,10,110,42,76,38,187,58,103,52,0.55,0.5,0.38,0.3,3.03,1.23,110,44,40.1,39.0,0.59,0.81,5.69,8.04,0.9,22.4,0.74,0.76,18.94,3.08,0.24,0.7,0.13,0.01,0.14,183,10,25,14,9,5,4,7,19,18.3,20.3333,13.0714,1.4,2.7778,1.5556,0.3571,0.5556,0.9,0.4444,0.7778,0.5,2.1111,1.3571,5,5.0,3.2,1.7,1.86,1.72,1.0,11.033,49.251
138,255.txt,12,4,1.31,3.92,0.1111,11,118,46,76,40,280,97,135,76,0.48,0.56,0.39,0.33,4.22,1.45,118,27,37.2,31.1,0.42,0.62,4.99,7.05,0.85,15.96,0.56,0.55,12.1,2.46,0.16,0.55,0.11,0.0,0.11,273,11,40,27,10,14,5,5,39,24.8182,27.3,10.1111,2.4545,4.0,2.7,0.5185,1.4,0.9091,0.5,0.5,0.1852,3.9,1.4444,5,8.91,3.36,2.91,1.96,1.41,1.0,6.684,59.821
139,448.txt,4,2,1.51,4.56,0.1579,6,71,22,42,19,109,31,57,26,0.52,0.46,0.31,0.32,1.89,0.97,71,41,40.3,39.0,0.65,0.78,4.81,6.8,0.91,22.3,0.74,0.79,11.84,2.43,0.26,0.64,0.18,0.02,0.19,105,6,17,10,5,6,4,3,12,17.5,21.0,10.5,1.6667,3.4,2.0,0.6,1.2,0.8333,0.8,0.6,0.3,2.4,1.2,5,5.0,2.83,1.33,1.73,1.94,1.0,10.649,47.516
140,458.txt,15,2,1.44,4.26,0.122,12,97,41,64,38,190,70,99,63,0.52,0.64,0.42,0.44,4.84,1.56,97,33,37.4,34.5,0.51,0.75,4.98,7.04,0.87,17.78,0.65,0.72,12.96,2.55,0.18,0.6,0.15,0.01,0.16,182,12,24,19,12,6,5,3,27,15.1667,15.1667,9.5789,1.5833,2.0,1.5833,0.3158,0.5,1.0,0.4167,0.25,0.1579,2.25,1.4211,5,4.17,1.83,1.58,2.02,1.68,1.0,10.663,46.647
141,82.txt,55,4,1.41,4.3,0.0699,65,353,155,250,138,820,286,398,239,0.49,0.6,0.44,0.34,16.46,2.87,353,41,42.4,40.6,0.43,0.8,8.72,12.33,0.87,23.2,0.63,0.57,45.71,4.78,0.2,0.64,0.13,0.02,0.15,790,65,99,76,53,28,22,19,91,12.1538,14.9057,10.3947,1.1692,1.8679,1.434,0.3684,0.5283,0.8154,0.4151,0.3585,0.25,1.717,1.1974,5,4.26,1.78,1.22,1.76,1.69,1.0,10.599,48.47
142,300.txt,18,4,1.4,4.32,0.1004,18,145,46,92,44,325,87,146,73,0.45,0.5,0.32,0.38,5.62,1.68,145,37,39.2,37.2,0.45,0.74,5.69,8.04,0.86,18.0,0.63,0.7,19.6,3.13,0.19,0.55,0.14,0.02,0.16,311,18,41,31,18,13,8,8,34,17.2778,17.2778,10.0323,1.7222,2.2778,1.7222,0.4194,0.7222,1.0,0.4444,0.4444,0.2581,1.8889,1.0968,5,5.17,2.44,1.83,1.78,1.61,1.0,9.619,54.328
143,304.txt,7,2,1.5,4.47,0.115,9,82,30,53,27,128,46,70,39,0.55,0.56,0.37,0.4,3.2,1.26,82,41,40.2,42.1,0.64,0.78,5.12,7.25,0.91,22.96,0.76,0.75,11.25,2.37,0.21,0.73,0.16,0.0,0.16,122,9,19,12,8,5,4,2,14,13.5556,15.25,10.1667,1.3333,2.375,1.5,0.4167,0.625,0.8889,0.5,0.25,0.1667,1.75,1.1667,5,4.22,2.11,1.22,1.74,1.63,1.0,11.546,43.543
144,407.txt,11,2,1.45,4.36,0.128,10,96,35,60,31,173,51,82,45,0.47,0.55,0.36,0.43,4.35,1.47,96,26,38.7,38.6,0.55,0.7,5.16,7.3,0.89,19.58,0.73,0.78,14.09,2.65,0.22,0.7,0.11,0.0,0.11,171,10,22,16,10,7,4,2,16,17.1,17.1,10.6875,1.6,2.2,1.6,0.4375,0.7,1.0,0.4,0.2,0.125,1.6,1.0,5,4.6,2.4,1.3,2.24,1.67,1.0,8.003,54.867
145,257.txt,16,2,1.32,4.02,0.1193,12,113,43,73,38,213,73,110,62,0.52,0.56,0.38,0.41,5.28,1.62,113,31,39.5,37.7,0.53,0.73,5.47,7.74,0.88,19.69,0.66,0.75,18.0,3.0,0.22,0.63,0.1,0.02,0.12,214,12,34,17,11,7,5,1,22,17.8333,19.4545,12.5882,1.4167,3.0909,1.5455,0.4118,0.6364,0.9167,0.4545,0.0909,0.0588,2.0,1.2941,5,6.45,2.73,2.09,1.61,1.77,1.04,7.652,60.433
146,67.txt,6,2,1.4,4.04,0.1504,6,75,22,46,20,124,33,63,29,0.51,0.46,0.29,0.43,3.86,1.39,75,37,39.3,39.1,0.6,0.73,4.76,6.74,0.9,20.07,0.73,0.81,13.76,2.62,0.27,0.62,0.19,0.02,0.21,120,6,19,11,7,5,4,2,16,20.0,17.1429,10.9091,1.8333,2.7143,1.5714,0.4545,0.7143,1.1667,0.5714,0.2857,0.1818,2.2857,1.4545,5,5.33,2.67,1.83,1.84,2.06,1.0,9.011,51.314
147,451.txt,8,2,1.47,4.35,0.1636,9,82,34,54,31,129,47,69,41,0.53,0.59,0.41,0.38,2.25,1.06,82,37,40.4,40.0,0.64,0.75,5.11,7.22,0.91,22.64,0.78,0.81,10.56,2.3,0.19,0.76,0.14,0.0,0.14,125,9,16,11,9,3,3,2,16,13.8889,13.8889,11.3636,1.2222,1.7778,1.2222,0.2727,0.3333,1.0,0.3333,0.2222,0.1818,1.7778,1.4545,5,3.56,1.89,1.56,1.91,1.71,1.0,10.199,47.451
148,409.txt,9,2,1.4,4.21,0.1238,8,80,28,55,25,120,38,67,32,0.56,0.48,0.35,0.4,3.2,1.26,80,42,40.1,39.4,0.67,0.79,5.16,7.3,0.92,24.55,0.82,0.85,14.45,2.69,0.25,0.79,0.15,0.01,0.16,116,8,18,11,8,4,4,1,13,14.5,14.5,10.5455,1.375,2.25,1.375,0.3636,0.5,1.0,0.5,0.125,0.0909,1.625,1.1818,5,3.63,2.13,1.38,2.07,1.94,1.0,9.351,54.254
149,499.txt,9,2,1.5,4.52,0.1485,9,77,29,48,27,112,38,61,34,0.54,0.56,0.38,0.53,5.26,1.62,77,43,41.8,38.9,0.69,0.83,5.14,7.28,0.92,25.81,0.79,0.89,15.21,2.76,0.28,0.7,0.15,0.02,0.16,108,9,19,13,9,5,4,4,11,12.0,12.0,8.3077,1.4444,2.1111,1.4444,0.3846,0.5556,1.0,0.4444,0.4444,0.3077,1.2222,0.8462,5,3.11,1.67,1.11,1.82,1.93,1.0,11.873,41.606
150,452.txt,4,2,1.43,4.38,0.1975,7,64,24,41,21,94,32,51,26,0.54,0.51,0.38,0.43,2.57,1.13,64,45,40.1,39.2,0.68,0.9,4.67,6.6,0.92,23.32,0.8,0.93,12.07,2.46,0.25,0.74,0.16,0.0,0.16,90,7,14,9,7,3,3,1,9,12.8571,12.8571,10.0,1.2857,2.0,1.2857,0.3333,0.4286,1.0,0.4286,0.1429,0.1111,1.2857,1.0,5,3.0,2.0,1.14,2.0,1.79,1.0,10.453,48.349
151,259.txt,17,2,1.45,4.16,0.1326,14,113,34,66,31,230,62,99,52,0.43,0.53,0.3,0.26,2.06,1.02,113,35,39.2,36.7,0.49,0.72,5.27,7.45,0.87,18.07,0.67,0.61,11.65,2.41,0.19,0.73,0.14,0.01,0.15,230,14,34,25,13,13,9,4,17,16.4286,17.6923,9.2,1.7857,2.6154,1.9231,0.52,1.0,0.9286,0.6923,0.3077,0.16,1.3077,0.68,5,5.43,2.14,1.07,1.49,1.7,1.0,7.104,52.365
152,327.txt,10,3,1.37,4.24,0.1473,11,87,30,52,27,152,45,76,39,0.5,0.51,0.34,0.35,2.78,1.18,87,30,39.4,38.6,0.57,0.71,4.99,7.06,0.89,19.64,0.68,0.65,9.78,2.21,0.2,0.67,0.12,0.0,0.12,149,11,24,15,12,3,3,2,14,13.5455,12.4167,9.9333,1.3636,2.0,1.25,0.2,0.25,1.0909,0.25,0.1667,0.1333,1.1667,0.9333,5,3.64,2.0,1.18,1.93,1.77,1.0,9.718,53.397
153,111.txt,105,7,1.43,4.36,0.0506,113,402,178,301,165,1912,665,942,564,0.49,0.6,0.44,0.22,16.81,2.9,402,32,40.8,38.9,0.21,0.79,6.5,9.19,0.79,15.9,0.32,0.31,34.65,4.16,0.12,0.3,0.06,0.01,0.07,1856,113,318,251,117,122,82,24,239,16.4248,15.8632,7.3944,2.2212,2.7179,2.1453,0.4861,1.0427,1.0354,0.7009,0.2051,0.0956,2.0427,0.9522,5,5.89,2.71,1.5,1.54,1.66,1.0,10.801,49.019
154,194.txt,14,3,1.43,4.46,0.0966,13,127,33,82,29,198,44,104,38,0.53,0.37,0.26,0.26,2.56,1.13,127,40,41.5,42.5,0.64,0.85,6.38,9.03,0.92,27.35,0.79,0.79,24.64,3.51,0.3,0.77,0.12,0.03,0.15,194,13,34,19,14,6,4,4,15,14.9231,13.8571,10.2105,1.4615,2.4286,1.3571,0.3158,0.4286,1.0769,0.2857,0.2857,0.2105,1.0714,0.7895,5,4.69,2.69,0.92,1.66,1.91,1.0,10.662,51.478
155,424.txt,9,2,1.42,4.39,0.2037,11,86,35,60,33,123,43,71,39,0.58,0.55,0.41,0.56,5.56,1.67,86,42,42.8,41.4,0.7,0.78,5.48,7.75,0.93,28.1,0.85,0.94,16.06,2.83,0.24,0.79,0.17,0.0,0.17,119,11,18,14,10,5,4,4,14,10.8182,11.9,8.5,1.2727,1.8,1.4,0.3571,0.5,0.9091,0.4,0.4,0.2857,1.4,1.0,5,2.82,1.64,0.82,1.87,1.56,1.0,11.75,43.113
156,311.txt,5,2,1.41,4.09,0.1119,9,88,29,56,26,146,40,71,35,0.49,0.49,0.33,0.42,4.17,1.44,88,32,38.7,39.9,0.6,0.76,5.15,7.28,0.9,21.31,0.79,0.79,15.04,2.74,0.27,0.74,0.18,0.01,0.2,142,9,24,15,9,7,5,2,15,15.7778,15.7778,9.4667,1.6667,2.6667,1.6667,0.4667,0.7778,1.0,0.5556,0.2222,0.1333,1.6667,1.0,5,4.44,2.11,1.22,1.77,1.84,1.0,8.924,51.151
157,47.txt,4,2,1.4,4.25,0.191,6,64,20,37,18,99,27,50,23,0.51,0.46,0.31,0.41,2.88,1.2,64,43,39.7,39.3,0.65,0.86,4.55,6.43,0.91,21.02,0.74,0.82,11.53,2.4,0.28,0.65,0.16,0.0,0.16,95,6,17,10,6,5,5,1,9,15.8333,15.8333,9.5,1.6667,2.8333,1.6667,0.5,0.8333,1.0,0.8333,0.1667,0.1,1.5,0.9,5,4.33,2.67,1.17,1.73,2.06,1.0,9.587,51.921
